a_mean,a_std,b_mean,b_std,d_mean,d_std,g_mean,g_std,t_mean,t_std,Aa_mean,Aa_std,Ab_mean,Ab_std,Ad_mean,Ad_std,Ag_mean,Ag_std,At_mean,At_std,noise_mean,noise_std,user_id,session_id,condition,round_id,fatigue_label,filepath
0.2481246367096934,0.12240422395306155,0.09708046099609191,0.03627809192232503,0.4422535250949412,0.12248401082332228,0.061604128082231625,0.03146253416635271,0.15093725010316103,0.05315345730910619,0.8385561088865883,0.2573149582564519,0.4593653482768824,0.1392376197467895,1.1315765398388018,0.21220776033229163,0.23541197016057053,0.19368730804271242,0.6495114359799647,0.28332353817489975,0.4210835344459194,0.3315943677792433,user_0,1,v_m,0,0.0,/content/drive/MyDrive/eeg/user_0_v_m/0_1
0.18777531162943195,0.09444949354717254,0.1018687167670882,0.0410736156019491,0.42078545192879857,0.13349092765130235,0.08004861920037293,0.05876811642818475,0.20952189941368332,0.06881460847094176,0.8421430792662986,0.2737207649288796,0.5900675004554792,0.08041938444101839,1.2219725615447499,0.27299287325760285,0.38100746055228685,0.26343988317541467,0.9200244595605278,0.23279468073695883,0.4587773564685376,0.32236737008771343,user_0,1,v_o,0,0.0,/content/drive/MyDrive/eeg/user_0_v_o/0_1
0.16180745826969917,0.05655713899206121,0.0765128918152621,0.037062003169566995,0.4977826838348707,0.10636798508314867,0.041492139310418105,0.024302174472650036,0.2224048291300948,0.04894354972478402,0.7673781298363103,0.21143747582250383,0.41267467945302583,0.12739412191736313,1.2692712684127154,0.26697151315124,0.14254277984509023,0.12731776062512443,0.9212399217586981,0.24411073498942656,0.4286698097347264,0.30343791495158606,user_0,2,v_m,0,0.0,/content/drive/MyDrive/eeg/user_0_v_m/0_2
0.18728261857871667,0.04989658972759543,0.159831189594822,0.06690019790809858,0.3843235531378392,0.10729599581810521,0.11028192283228751,0.06985570009871311,0.15828071778554523,0.09606640299718609,0.6215671486931155,0.2543140436235274,0.5232692128490893,0.16399309388775568,0.9315410827596606,0.24082611452340275,0.305550503938102,0.2664905101845768,0.498397092543977,0.37016875564976387,0.27651685499696854,0.2977402176741288,user_0,2,v_o,0,0.0,/content/drive/MyDrive/eeg/user_0_v_o/0_2
0.1724777984588021,0.031111125586359284,0.08121168008074688,0.012522323861946795,0.45258885373669794,0.09120391183597251,0.0486609875612573,0.011878716399802751,0.2450606772521042,0.0617014801134463,0.6713646482675625,0.15752206784638917,0.34578670902793435,0.15979592904608417,1.0882549819843959,0.17335836040817026,0.11435252320369886,0.16823512235402382,0.8153057955206563,0.17106880326864723,0.28553238617411586,0.2556746648425014,user_0,3,v_m,0,0.0,/content/drive/MyDrive/eeg/user_0_v_m/0_3
0.26075105327032255,0.10302118316150054,0.13770206852427339,0.06342886866943138,0.3487057657010887,0.13329212781290037,0.09791920998046207,0.06833235680880095,0.15492190348528062,0.04062643004661975,0.8046107590199192,0.20446173249477298,0.5107315274015807,0.17098742875629966,0.9352767832814354,0.23295295926023085,0.2943113021663655,0.2920885974043514,0.5994429984880968,0.1681753515223851,0.33692419090338166,0.2591895596981768,user_0,3,v_o,0,0.0,/content/drive/MyDrive/eeg/user_0_v_o/0_3
0.17614363164954375,0.06157097986845473,0.1066098230269677,0.037852672183137905,0.38804406827929167,0.1254047133959624,0.058763933659068755,0.021883791068351567,0.2704385432104062,0.06307187804504708,0.6124671756601271,0.18140125844270588,0.39550989555812494,0.1676561331857416,0.9561407243212291,0.2840532871382377,0.1377473826384695,0.15673122816456914,0.8114081068586251,0.15778952486219006,0.32162592722645,0.28477413490111086,user_0,4,v_m,0,0.0,/content/drive/MyDrive/eeg/user_0_v_m/0_4
0.205673593128569,0.10828423010072537,0.14592161793906638,0.04921494261064974,0.3585478394966724,0.1535915902544145,0.10145516174940171,0.05811198643844299,0.18840178808775862,0.051392483736610255,0.5824079206534483,0.26093409104577575,0.4716472343124052,0.14357195944759363,0.8476003318510087,0.2349569904958893,0.24611729002109353,0.34059018392744456,0.5922206730164569,0.15454071307917472,0.27228275784288913,0.26048532268050983,user_0,4,v_o,0,0.0,/content/drive/MyDrive/eeg/user_0_v_o/0_4
0.1735482454920625,0.048602134462768426,0.10369337621762394,0.019778240329615893,0.4476422828932396,0.08245383645541744,0.058865724480722914,0.020954275761132984,0.21625037103265624,0.04906326624934755,0.5427646526755937,0.1695011991469125,0.32966342925405206,0.13422470574909798,0.9654741237561145,0.17854916952010913,0.06658653984629335,0.13593979071133352,0.6452932913477917,0.17825608284466488,0.1875280941564802,0.2119178928367742,user_0,5,v_m,0,0.0,/content/drive/MyDrive/eeg/user_0_v_m/0_5
0.16850397032166942,0.055311277595527,0.14505368629819168,0.04067577082028514,0.3998394963090093,0.12157384292210574,0.10200123606180277,0.0544470790581856,0.18460161294102775,0.03690302794171964,0.49189734155382403,0.16376738800753407,0.43325272878562965,0.12864473676511215,0.8725941054250185,0.2107411565861318,0.23167152679096426,0.3123777785188259,0.5490014500640277,0.14746797736535655,0.23862073925254446,0.2083398688050871,user_0,5,v_o,0,0.0,/content/drive/MyDrive/eeg/user_0_v_o/0_5
